car_park_no,address,x_coord,y_coord,night_parking
JM32,697 JURONG WEST CTRL 3,14062.3852,35973.1774,YES
JM4,BLK 684 JURONG WEST ST 64,13598.5325,36287.4517,YES
JM5,BLK 664 JURONG WEST ST 64,13512.8021,35739.3606,YES
JM6,BLK 663 JURONG WEST ST 65,13359.4862,35709.3734,YES
JM7,BLK 669 JURONG WEST ST 64,13497.6635,36071.1758,YES
JM8,BLK 667 JURONG WEST ST 65,13330.2931,35944.9436,YES
JM9,BLK 650 JURONG WEST ST 61,12808.9157,35648.0735,YES
JRM,BLK 814 JELLICOE ROAD,31175.747,32165.4237,YES
JRTM,BLK 37A JALAN RUMAH TINGGI,25441.3095,30196.268,YES
JSA1,BLK 499 JURONG WEST ST 41,15969.0318,36726.9783,YES
JSR2,BLK 686 JURONG WEST CTRL 1,13711.4533,36158.9284,NO
JS1L,BLK 692A JURONG WEST CTRL 3,13822.1572,35914.7433,NO
JS3L,BLK 624A JURONG WEST ST 61 (SERVICE ROAD),13008.3628,35980.6896,NO
JS4L,BLK 337 TAH CHING RD,15568.9516,35541.8105,NO
JS5L,BLK 647A JURONG WEST ST 61,12820.455,35705.931,NO
J1,BLK 101/107 JURONG EAST ST 13,17402.9823,35401.3306,YES
J10,BLK 246/249 JURONG EAST ST 24,17625.0718,36019.1003,YES
J11,BLK 250/251 JURONG EAST ST 24,17607.7146,36118.9485,YES
J12,BLK 252/254 JURONG EAST ST 24,17421.1122,36167.969,YES
J13,BLK 253 JURONG EAST ST 24,17271.9009,36187.6309,YES
J14,BLK 256/258 JURONG EAST ST 24,17512.2512,36248.7864,YES
J15,BLK 259/264 JURONG EAST ST 24,17772.459,36243.0234,YES
J16,BLK 301/304 JURONG EAST ST 32,17129.8093,36282.7747,YES
J17,BLK 305/306 JURONG EAST ST 32,17110.9062,36422.9844,YES
J18,BLK 307/308 JURONG EAST ST 32,17040.9824,36558.0742,YES
J19,BLK 309/310 JURONG EAST ST 32,16942.1133,36672.5273,NO
J2,BLK 108/110 JURONG EAST ST 13,17255.3159,35642.1729,YES
J20,BLK 311/316 JURONG EAST ST 32,16777.377,36482.1289,YES
J21,BLK 317/328 JURONG EAST STREET 31,16487.2598,36798.418,NO
J21A,BLK 318A JURONG EAST AVE 1,16615.6323,36620.0095,NO
J22,BLK 329/333 JURONG EAST AVENUE 1,16523.8906,37047.8984,NO
J23,BLK 334/341 JURONG EAST AVENUE 1,16726.1406,36905.0234,NO
J23M,BLK 372A JURONG EAST ST 32,16739.1947,36793.4383,YES
J24,BLK 342/346 JURONG EAST STREET 31,16619.8437,36430.0234,YES
J25,BLK 347/350 JURONG EAST AVE 1,16684.9102,36333.9766,YES
J26,BLK 351/353 JURONG EAST STREET 31,16568.1895,36340.3828,YES
J27,BLK 521/524 JURONG WEST STREET 52,15018.2256,36557.7852,YES
J28,BLK 525/527 JURONG WEST STREET 52,14999.1709,36634.0039,YES
J29,BLK 528/534 JURONG WEST STREET 52,15045.9395,36750.0547,YES
J3,BLK 111/116 JURONG EAST ST 13,17112.1421,35740.2671,YES
J30,BLK 530/536 JURONG WEST STREET 52,14888.3145,36770.8398,YES
J32,BLK 515/517 JURONG WEST STREET 52,15441.7334,36438.2695,YES
J33,BLK 518/520 JURONG WEST STREET 52,15152.9335,36434.7257,YES
J34,BLK 513/514 JURONG WEST STREET 52,15398.4307,36577.707,YES
J35,BLK 508/511 JURONG WEST STREET 51/52,15335.207,36693.7578,YES
J36,BLK 543/551 JURONG WEST STREET 42,14883.267,37142.1353,YES
J37,BLK 537/542 JURONG WEST AVENUE 1,14921.6961,37045.2742,YES
J38,BLK 505/508 JURONG WEST STREET 52,15231.4766,36804.4414,YES
J39,BLK 456-461 JURONG WEST STREET 41,15538.8643,36919.3594,YES
J4,BLK 201/206 JURONG EAST ST 21,17826.3697,35522.9964,YES
J40,BLK 462-467 JURONG WEST STREET 41,15709.2368,36905.2238,YES
J41,BLK 468-473 JURONG WEST STREET 41,15615.0684,36712.7969,YES
J42,BLK 474 JURONG WEST STREET 41,15786.7041,36706.2305,NO
J43,BLK 474-477 JURONG WEST STREET 41,15975.2217,36672.4648,YES
J44,BLK 478-483 JURONG WEST STREET 41,15904.8789,36553.3516,YES
J45,BLK 484-491 JURONG WEST AVENUE 1,16144.0439,36789.7031,YES
J46,BLK 501/504 JURONG WEST STREET 51,15284.1084,36874.7695,YES
J47,BLK 502/503 JURONG WEST AVENUE 1,15168.6443,36930.4317,YES
J48,BLK 441/455 JURONG WEST AVE 1/ST 42,15219.7479,37142.2128,YES
J49,BLK 552/559 JURONG WEST STREET 42,15272.0103,37284.0817,YES
J49M,560 JURONG WEST ST 42,15352.863,37320.212,YES
J5,BLK 207/208 JURONG EAST ST 21,17883.7508,35609.7189,YES
J50,BLK 401/408 JURONG WEST STREET 42,15669.4749,37311.863,YES
J51,BLK 409/416 JURONG WEST STREET 42,15904.1348,37295.1406,YES
J52,BLK 423/440 JURONG WEST AVE 1/ST 42,15900.1895,37060.7578,YES
J53,BLK 417/422 JURONG WEST STREET 42,16137.4785,36983.8477,YES
J54,BLK 492-496 JURONG WEST STREET 41,15890.8105,36893.8086,YES
J55,BLK 497-498 JURONG WEST STREET 41,15866.4258,36751.25,YES
J56,BLK 130 JURONG GATEWAY ROAD,17537.9507,35231.3632,YES
J57,BLK 131/134 JURONG GATEWAY ROAD,17516.667,35130.0187,YES
J57L,BLK 131 JURONG GATEWAY ROAD,17598.8143,35184.3604,NO
J58,BLK 132 JURONG GATEWAY ROAD,17576.3345,35155.1132,YES
J6,BLK 209/214 JURONG EAST ST 21,17486.8128,35693.066,YES
J60L,BLK 505 JURONG WEST ST 52,15152.11,36874.8285,NO
J60M,505A JURONG WEST ST 52,15155.3093,36830.6309,YES
J61,BLK 912/932 JURONG WEST STREET 92,11874.875,35804.875,YES
J62,BLK 902/908 JURONG WEST STREET 91,11539.0898,35894.793,YES
J62M,BLK 901 JURONG WEST STREET 91,11666.8136,35782.3574,YES
J63,BLK 909/911 JURONG WEST STREET 91,11654.2969,35993.1406,YES
J64,BLK 354 JURONG EAST AVE 1,16707.915,36290.7825,YES
J65,BLK 933-953 JURONG WEST STREET 91,11971.8174,36102.7266,YES
J66,BLK 959-961 JURONG WEST STREET 92,12175.81,35939.8984,YES
J67,BLK 962-966 JURONG WEST STREET 91,12357.588,35978.1413,YES
J68M,BLK 962A JURONG WEST STREET 91,12264.1306,36023.6972,YES
J69,BLK 974/980 JURONG WEST STREET 93,12455.3311,35761.7852,YES
J69M,BLK 967 JURONG WEST 91 JURONG WEST STREET 93,12422.54,35944.981,YES
J7,BLK 215A/231 JURONG EAST ST 21,17395.7576,35966.8282,YES
J70,BLK 835/838 JURONG WEST STREET 81,12440.6748,36204.0469,YES
J71,BLK 812/826 JURONG WEST STREET 81,12514.7743,36484.9714,YES
J72,BLK 743/751 JURONG WEST STREET 73,12910.9012,36599.9072,YES
J73,BLK 719/731 JURONG WEST STREET 72,12965.2227,36238.1133,YES
J74,BLK 711/718 JURONG WEST STREET 71,12730.417,36090.9727,YES
J74M,BLK 712B JURONG WEST ST 71 JURONG WEST STREET 71,12812.9485,36110.9309,YES
J75M,BLK 841A JURONG WEST STREET 81,12397.1268,36260.1612,YES
J76M,BLK 832A JURONG WEST STREET 81,12554.243,36272.307,YES
J77M,BLK 750A JURONG WEST STREET 73,13002.919,36619.5998,YES
J78M,BLK 702A JURONG WEST STREET 71,12620.3435,35969.4867,YES
J79M,BLK 821A JURONG WEST STREET 81,12599.8443,36515.2018,YES
J8,BLK 232/240 JURONG EAST ST 21,17789.8162,35843.6681,YES
J8M,BLK 240C JURONG EAST AVE 1,17884.6894,35867.6356,YES
J80M,BLK 734A JURONG WEST STREET 73,13270.9893,36409.7045,YES
J81M,BLK 760A JURONG WEST STREET 74,13182.8539,36856.8882,YES
J82M,BLK 844A JURONG WEST ST 81,12322.8738,36443.2248,YES
J83M,BLK 865A JURONG WEST ST 81,12613.8496,36926.4932,YES
J84M,BLK 854A JURONG WEST ST 81,12771.2097,36650.4919,YES
J85M,BLK 859A JURONG WEST ST 81,12744.1045,36899.5648,YES
J86M,BLK 764A JURONG WEST ST 74,13061.8605,36897.8976,YES
J88M,BLK 692A JURONG WEST CENTRAL 1,13965.0447,35981.9547,YES
J89M,BLK 691A JURONG WEST CENTRAL 1,13819.7717,36058.9311,YES
J9,BLK 241/245 JURONG EAST ST 24,17837.3306,36030.7859,YES
J90,BLK 274A TOH GUAN ROAD,18444.8766,35967.1503,YES
J91,BLK 287E JURONG EAST STREET 21,18071.4794,35523.767,YES
J92,BLK 285E TOH GUAN ROAD,18377.6747,35526.0278,YES
J93,BLK 286E TOH GUAN ROAD,18186.6838,35712.1634,YES
J94,BLK 288F JURONG EAST STREET 21,17966.9948,35762.0649,YES
J95,BLK 282A TOH GUAN ROAD,18403.3359,35807.1678,YES
J96,BLK 267A TOH GUAN ROAD,18166.4546,35964.0009,YES
J97,BLK 273A TOH GUAN ROAD,18276.4189,36061.6102,YES
J98M,BLK 647A JURONG WEST STREET 61,12813.2745,35771.8721,YES
J99M,BLK 640A JURONG WEST STREET 61,12722.6845,35766.8461,YES
KAB,BLK 334 KRETA AYER BASEMENT CAR PARK,29009.336,29350.1611,YES
KAM,BLK 335 KRETA AYER MSCP,29110.783,29377.6082,YES
KAML,KAM KRETA AYER (LOADING BAY),29106.1357,29419.0762,NO
KAS,BLK 333 KRETA AYER CAR PARK,29052.1921,29224.6796,YES
KBM,BLK 65A KALLANG BAHRU,31984.8599,33610.8985,YES
KB1,BLK 53-62/68 GEYLANG BAHRU ROAD,31959.8887,33979.5898,YES
KB10,BLK 30 BENDEMEER ROAD,31369.1973,33463.1641,NO
KB11,BLK 34 WHAMPOA WEST,31383.6001,33648.8612,YES
KB12,BLK 22/24 SERANGOON ROAD,31145.9587,33485.5967,YES
KB14,BLK 66/71 KALLANG BAHRU,32089.1664,33646.109,YES
KB17,BLK 23 BENDEMEER ROAD,31293.2559,33326.1406,YES
KB18,BLK 45-48 BENDEMEER ROAD,31607.4592,33883.3513,NO
KB20,BLK 49A WHAMPOA SOUTH,31686.3712,33999.0332,YES
KB3,BLK 64/65/67 KALLANG BAHRU,32043.8984,33676,YES
KB4,BLK 72/93/97 GEYLANG BAHRU,32158.2889,33930.5369,YES
KB6,BLK 74/92 GEYLANG BAHRU,32530.8352,33607.979,YES
KB7,BLK 69 GEYLANG BAHRU,32135.5156,33759.7891,YES
KEM1,BLK 671 KLANG LANE,30136.2998,32358.8836,YES
KE1,BLK 101/121 BEDOK RESERVOIR ROAD,36412.1149,34662.9517,YES
KE2,BLK 122/126 BEDOK RESERVOIR ROAD,36595.65,34969.9073,YES
KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",36751.9219,35122.572,YES
KE3M,BLK 145A BEDOK RESERVOIR ROAD,36690.7665,35134.9344,YES
KE4,BLK 136/140 BEDOK RESERVOIR ROAD,36895.1004,35095.7928,YES
KJML,BLK 14A FARRER PARK ROAD,30035.265,32724.2432,NO
KJM1,BLK 37A CAMBRIDGE ROAD,29722.4759,33152.4737,YES
KJM2,BLK 14A FARRER PARK RD,30084.3192,32664.3631,YES
KJ1,BLK 9/10 GLOUCESTER ROAD,30083.6504,32880.4805,YES
KJ2,BLK 49/50 DORSET ROAD,29932.1543,32838.1094,YES
KJ3,BLK 48/48A DURHAM ROAD,29848.7578,32968.1406,YES
KJ4,BLK 51/54 KENT ROAD,30020.0977,33207.0158,YES
KLM,BLK 31 KELANTAN LANE MSCP,30613.3563,32065.8984,YES
KM1,BLK 56A CASSIA CRESCENT,33634.3718,32491.1189,YES
KM2,BLK 93A JALAN DUA,34056.2683,32342.8113,YES
KM3,BLK 11A PINE CLOSE,33523.1191,32313.2942,YES
KM4,BLK 49A JALAN TIGA,33792.0373,32312.0363,YES
KRM,BLK 115 JALAN AYER,32454.2248,32632.6824,YES
KTM,BLK 125A KIM TIAN ROAD,27480.5391,29500.8137,NO
KTM2,BLK 120B KIM TIAN PLACE,27349.7876,29542.5114,YES
KTM3,BLK 131A KIM TIAN ROAD,27480.2057,29232.1227,YES
KTM4,BLK 119A KIM TIAN ROAD,27329.8822,29325.2282,YES
KTM5,BLK 126 KIM TIAN ROAD,27570.7265,29441.0716,YES
KTM6,BLK 127 KIM TIAN ROAD,27546.4706,29366.694,YES
KU1,BLK 301/305-306/311-318 UBI AVENUE 1,35764.1553,34634.4679,YES
KU2,BLK 319-330 UBI AVENUE 1,35904.5382,34433.0259,YES
KU3,BLK 331-341 UBI AVENUE 1,35693.8016,34294.5677,NO
KU4,BLK 342-352 UBI AVENUE 1,35426.6861,34198.7233,NO
KU5,"BLK 3004-3007,3014,3015 UBI ROAD 1",34682.004,34739.3755,NO
KU9,"BLK 302,304 UBI AVENUE 1",35542.2415,34680.104,YES
K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",33686.7144,32414.074,NO
K19,BLK 62 DAKOTA CRESCENT,34230.6149,32242.3548,NO
K2,"BLK 9,10,12 PINE CLOSE",33456.8846,32339.0013,NO
K2T,BLK 21 JALAN EMPAT,33589.582,32206.4841,YES
K21,BLK 58 DAKOTA CRESCENT,34152.4219,32154.25,NO
K22,BLK 60 DAKOTA CRESCENT,34127.5,32207.5039,NO
K3T,BLK 17 JALAN EMPAT,33624.4511,32211.1481,YES
K52,BLK 52 CASSIA CRESCENT,33696.3242,32544.5075,YES
K7,BLK 51 OLD AIRPORT ROAD,33864.8318,32356.4852,YES
K9,BLK 42 CASSIA CRESCENT,33891.3203,32539.3633,NO
LBM,BLK 64 LENGKOK BAHRU,25985.8189,30193.5347,YES
LT1,"BLK 110,113-116 LENGKONG TIGA",36701.4493,33951.4516,YES
LT2,BLK 111-112 LENGKONG TIGA,36631.1094,34016.6914,NO
LT3,BLK 101-109 LENGKONG TIGA,36588.6943,34141.3917,NO
L1,BLK 415-420 LOR LEW LIAN,32678.1348,36847.0548,NO
MLM,BLK 157A MEI LING STREET,24676.3894,30639.2696,YES
MLM1,BLK 161A MEI LING ST,24684.8066,30491.8693,YES
MM1,BLK 28A BALAM ROAD,33981.2699,34740.5471,YES
MM2,BLK 52A PIPIT ROAD,33873.4028,34064.3335,YES
MM3,BLK 66A CIRCUIT ROAD,34087.5573,34277.3707,YES
MM4,BLK 31A CIRCUIT ROAD,33805.7605,34616.0975,YES
MM5,BLK 17 CIRCUIT ROAD,34149.4724,34667.1985,YES
MM6,BLK 82 CIRCUIT ROAD,34318.7769,34060.4025,YES
MNM,BLK 113 MCNAIR ROAD,30951.0578,33699.6625,YES
MNRM,BLK 108A MCNAIR ROAD,30906.0026,33644.1601,YES
MN1,BLKS 108/112 MCNAIR ROAD,30880.3705,33808.8344,YES
MN2,BLKS 119/124 MCNAIR ROAD,30565.2223,33368.7671,YES
MP1,BLK 1 TO 4 MARINE TERRACE,37371.0903,31905.8597,NO
MP1M,BLK 65A MARINE DRIVE,36529.5332,31693.5008,YES
MP12,BLK 72 TO 76 MARINE DRIVE,36272.3984,31724.8516,YES
MP13,BLK 78 & 79 MARINE DRIVE,36406.0703,31559.5098,YES
MP14,BLK 81/82 MARINE PARADE ROAD,36194.5872,31654.4656,YES
MP15,BLK 83/87 MARINE PARADE ROAD,36086.4038,31669.644,YES
MP16,BLK 84 TO 86 MARINE PARADE ROAD,36161.9939,31592.0346,YES
MP17,BLK 51/59 MARINE TERRACE,37078.7559,32050.6377,YES
MP19,BLK 89 MARINE PARADE CTRL,36133.3286,31515.2207,YES
MP2,BLK 5 TO 8 MARINE TERRACE,37274.8789,31840.2031,YES
MP2M,BLK 35A MARINE CRESCENT,36854.4147,31775.1611,YES
MP20,BLK 86 MARINE PARADE ROAD,36109.3594,31519.7479,YES
MP3M,BLK 12A MARINE TERRACE,37128.3266,31854.8695,YES
MP4M,BLK 16A MARINE TERRACE,37001.0531,31814.983,YES
MP5,BLK 52/57 MARINE TERRACE,37220.0664,32048.6387,YES
MP5M,BLK 47A MARINE CRESCENT,36809.7582,31975.4666,NO
MP5S,BLK 45 MARINE CRESCENT,36819.8751,31889.6622,NO
MP6,BLK 50/50A/53 MARINE TERRACE,37244.1328,31980.8496,YES
MP6M,BLK 77A MARINE DRIVE,36343.2232,31627.1688,YES
MP6S,BLK 77 MARINE DRIVE,36348.9991,31605.5773,YES
MP7,BLK 54/55/56/58/59 MARINE TERRACE,37055.7578,31990.209,YES
MR3,BLK 1/2 MAUDE ROAD,30868.3965,32223.6387,NO
MR4,BLK 7 KING GEORGE AVENUE,30966.4004,32248.0234,NO
MR5,"BLK 804/805, 809 MAUDE ROAD",31057.5078,32274.7238,NO
MR6,BLK 8 FRENCH ROAD,31029.1022,32165.4648,NO
MR7,BLK 801/802 FRENCH ROAD,31013.0397,32209.1946,NO
M1,BLK 85 TO 94/92A PIPIT ROAD,33911.4824,33924.4674,YES
M16,BLK 37 CIRCUIT ROAD,33937.7242,34516.7499,YES
M20,BLK 65 & 80 CIRCUIT RD,34003.7503,34423.7894,NO
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,34105.2715,34051.7061,YES
M28,BLK 82A/83 MACPHERSON LANE,33769.1354,34814.6793,YES
M29,BLK 12 TO 14 MERPATI RD,33423.9102,34401.875,YES
M3,BLK 19 TO 21/23/24/30/32 BALAM RD,33830.3378,34765.5068,NO
M32,BLK 120 TO 124 PAYA LEBAR WAY,33506.0078,33840.2109,YES
M33,BLK 125 TO 126 ALJUNIED ROAD,33436.9727,33943.3672,YES
M34,BLK 81/82 MACPHERSON LANE,33822.8767,34967.5382,YES
M35,BLK 41 TO 42 CIRCUIT ROAD,33853.4512,34389.6627,NO
M36,BLK 43 CIRCUIT ROAD,33802.3661,34325.7124,NO
M37,BLK 38 TO 40 CIRCUIT ROAD,33818.9546,34433.4006,NO
M38,BLK 63 TO 64 CIRCUIT ROAD,34027.245,34375.424,NO
M4,BLK 22/34/36 CIRCUIT RD,34047.6106,34582.1714,YES
NBRM,BLK 13 NORTH BRIDGE ROAD MSCP,31304.4327,31815.6323,YES
NTL,BLK 601 - 605A/D TAMPINES AVE 9/ ST 61,39322.4773,38244.2282,NO
NT1,BLK 601 TAMPINES AVE 9,39457.9515,38139.8942,YES
NT2,BLK 605 TAMPINES ST 61,39463.5572,38242.0507,YES
NT3,BLK 609 TAMPINES NTH DR 1,39454.1027,38455.323,YES
NT4,613 TAMPINES NTH DR 1,39451.0111,38606.4942,YES
NT5,BLK 618 TAMPINES STREET 61,39861.432,38191.3771,YES
PDC4,BLK 475 CHOA CHU KANG AVE 3,17475.2563,39985.5474,YES
PDC5,BLK 533A CHOA CHU KANG ST 51,17989.9222,41499.0296,YES
PDJ3,BLK 399 YUNG SHENG RD,15435.0187,35211.8516,YES
PDJ7,BLK 762A JURONG WEST ST 75,12930.5286,36787.2543,YES
PDL1,BLK 168 PUNGGOL FIELD,36861.9823,41783.2542,NO
PDP4,BLK 446A FAJAR ROAD,21106.05,40635.5878,YES
PDP5,BLK 524A JELAPANG ROAD,20516.3308,40817.8945,YES
PDQ5,BLK 57 DAWSON RD,25514.1791,30563.4425,YES
PDR2,BLK 258 PASIR RIS ST 21,42604.5156,38773.6442,YES
PDR6,BLK 624A ELIAS RD,40065.8952,39988.2066,YES
PDR7,BLK 734 PASIR RIS ST 72,39453.4352,40190.3477,YES
PDS1,BLK 118 RIVERVALE DR,35624.873,40823.859,YES
PDT8,BLK 866A TAMPINES ST 83,39261.5396,37495.72,YES
PDW5,BLK 548 WOODLANDS DR 44,23640.69,45832.6288,YES
PDW7,BLK 768 WOODLANDS AVE 6,24076.3392,47457.4236,YES
PDW8,BLK 888A WOODLANDS DR 50,23752.5835,46647.3671,YES
PD8W,BLK 883A WOODLANDS ST 82,23295.7544,47198.0451,YES
PLB1,BLK 440 PASIR RIS DRIVE 4,41971.3984,39012.3008,NO
PL10,BLK 174 PUNGGOL FIELD,36567.6957,42059.8507,YES
PL11,BLK 175 PUNGGOL FIELD,36383.4393,42222.0385,YES
PL12,BLK 137 EDGEDALE PLAINS,36467.5455,41586.9263,YES
PL13,BLK 131 EDGEDALE PLAINS,36576.967,41721.609,YES
PL14,BLK 292 PUNGGOL CENTRAL,35982.6704,42695.5596,YES
PL15,BLK 171 EDGEDALE PLAINS,36821.298,41862.4746,YES
PL16,BLK 180 EDGEFIELD PLAINS,36463.3164,42276.7143,YES
PL17,BLK 642 PUNGGOL DRIVE,37244.6093,42288.7308,YES
PL18,BLK 162 PUNGGOL CENTRAL,37013.9934,41998.5248,YES
PL19,"BLK 186-188,190-192 PUNGGOL CENTRAL",36545.1733,42395.6863,NO
PL20,BLK 638 PUNGGOL DRIVE,37111.8432,42381.4517,YES
PL21,BLK 166 PUNGGOL CENTRAL,37141.8926,41874.4571,YES
PL22,BLK 644 PUNGGOL CENTRAL,37191.4597,42180.6537,YES
PL23,BLK 201 PUNGGOL FIELD,35831.2383,42404.7448,YES
PL24,BLK 178 & 193 EDGEFIELD PLAINS,36348.4338,42380.9942,NO
PL25,BLK 172 EDGEDALE PLAINS,36731.4595,41935.1533,YES
PL26,BLK 650 PUNGGOL CENTRAL,37123.7973,42130.2229,YES
PL27,BLK 204 PUNGGOL FIELD,35762.7151,42260.5799,YES
PL28,BLK 194 PUNGGOL ROAD,36145.8836,42652.6976,YES
PL29,BLK 633 PUNGGOL DRIVE,36897.0646,42490.1374,NO
PL30,BLK 170D PUNGGOL EAST,36989.2194,41806.2447,NO
PL31,BLK 301 PUNGGOL CENTRAL,36110.4866,42837.2882,YES
PL32,BLK 302 PUNGGOL PLACE,35933.3863,42966.5081,YES
PL33,BLK 621A - 621B EDGEFIELD WALK,36521.4363,42569.3563,NO
PL34,BLK 603 PUNGGOL ROAD,36309.071,42857.6068,YES
PL35,BLK 602 PUNGGOL CENTRAL,36232.401,42775.4525,YES
PL36,BLK 305 PUNGGOL ROAD,36113.2644,43096.1637,YES
PL37,BLK 614 EDGEFIELD PLAINS,36495.4409,42788.2417,YES
PL38,BLK 612 PUNGGOL DRIVE,36381.5675,42939.0974,YES
PL39,BLK 267 PUNGGOL FIELD,35192.9049,42872.8244,YES
PL40,BLK 270 PUNGGOL FIELD,35326.1743,42841.9622,NO
PL41,BLK 273 PUNGGOL PLACE,35636.9282,42723.6586,YES
PL42,BLK 616 PUNGGOL DRIVE,36722.4823,42665.6779,NO
PL43,BLK 288 PUNGGOL PLACE,35765.2615,42620.0879,YES
PL44,BLK 206A PUNGGOL PLACE,35568.6186,42304.0762,NO
PL45,BLK 169 PUNGGOL FIELD,37034.4487,41726.1275,NO
PL46,BLK 624 PUNGGOL CENTRAL,36714.9868,42459.2349,NO
PL47,BLK 207 PUNGGOL PLACE,35522.7156,42499.8392,NO
PL48,BLK 271 PUNGGOL WALK,35463.4411,42762.8004,NO
PL49,BLK 210 PUNGGOL PLACE,35463.2889,42357.9568,NO
PL50,BLK 211 PUNGGOL WALK,35358.2193,42587.4444,NO
PL51,BLK 213 PUNGGOL WALK,35273.4071,42431.6579,YES
PL52,BLK 312 SUMANG LINK,35583.2467,43557.8383,YES
PL53,BLK 266 PUNGGOL WAY,35221.6263,43013.9553,YES
PL54,BLK 259 PUNGGOL FIELD,34902.6149,42928.77,YES
PL55,BLK 261 PUNGGOL WAY,35069.2354,43028.1349,YES
PL56,BLK 672 EDGEFIELD PLAINS,36726.0925,43212.3119,YES
PL57,BLK 665 PUNGGOL DRIVE,37055.2239,42642.9595,YES
PL58,663  PUNGGOL DRIVE,37289.3261,42421.1514,YES
PL59,BLK 308 PUNGGOL WALK,35282.797,43327.1927,YES
PL60,BLK 670 EDGEFIELD PLAINS,36896.1695,43074.4327,YES
PL61,BLK 678 PUNGGOL DRIVE,36410.0435,43106.6938,YES
PL62,BLK 256 SUMANG WALK,34923.1009,43042.4085,YES
PL63,BLK 677 PUNGGOL DRIVE,36486.8089,43065.2274,YES
PL64,BLK 676 PUNGGOL DRIVE,36557.4238,43015.7992,YES
PL65,BLK 310 PUNGGOL WALK,35389.8621,43509.9902,YES
PL66,BLK 121 EDGEDALE PLAINS,36352.1816,41721.0087,YES
PL67,BLK 314 PUNGGOL WAY,35143.9937,43367.4988,YES
PL68,BLK 217 SUMANG WALK,34935.4135,42745.609,YES
PL69,BLK 661 EDGEDALE PLAINS,37380.9995,42710.8525,YES
PL70,BLK 226 SUMANG LANE,34673.3293,42770.8483,YES
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,37178.9151,42875.7489,YES
PL72,BLK 222 SUMANG LANE SUMANG LANE,34784.0419,42552.2276,YES
PL73,BLK 228 PUNGGOL FIELD,34533.1571,42794.7856,YES
PL74,BLK 233 SUMANG LANE,34486.264,42569.8371,YES
PL75,BLK 325 SUMANG WALK,35281.7517,43917.728,YES
PL76,BLK 326 SUMANG WALK SUMANG WALK,35345.9447,43901.2419,YES
PL77,BLK 659 PUNGGOL EAST ROAD,37596.6187,42542.5155,YES
PL78,BLK 322 SUMANG WALK,35143.0392,43671.1572,YES
PL80,BLK 407A-407B NORTHSHORE WALK,35655.2525,44286.5897,YES
PL81,BLK 421A NORTHSHORE DRIVE,35919.5379,44619.0472,YES
PL82,BLK 413A NORTHSHORE DR,35450.915,44307.2069,YES
PL83,BLK 419A NORTHSHORE DRIVE,35655.8827,44477.4339,YES
PM1,473A PASIR RIS DR 6,41720.207,39587.085,YES
PM10,BLK 204A PASIR RIS STREET 21,42373.461,38753.7772,NO
PM11,BLK 269A PASIR RIS STREET 21,42482.8751,38537.8136,YES
PM12,BLK 272A PASIR RIS STREET 21,42657.807,38550.2316,YES
PM13,BLK 199A PASIR RIS STREET 12,42053.3726,38723.5879,YES
PM14,BLK 180A PASIR RIS STREET 11,42109.8791,38528.4122,YES
PM15,BLK 158A PASIR RIS STREET 13,42284.7957,38467.7932,YES
PM16,BLK 149A PASIR RIS STREET 13,42400.9355,38268.6092,YES
PM17,BLK 142A PASIR RIS STREET 11,42071.2657,38321.6853,YES
PM18,BLK 135A PASIR RIS STREET 11,41750.9103,38533.7141,YES
PM19,BLK 108A PASIR RIS STREET 12,41766.7964,38887.5806,YES
PM2,BLK 220A PASIR RIS STREET 21,42210.8365,39121.6128,YES
PM20,BLK 526 PASIR RIS STREET 51,40702.1342,38896.9108,YES
PM21,BLK 530 PASIR RIS DR 1,40920.1747,39245.8244,YES
PM22,BLK 555A PASIR RIS STREET 51,41231.6084,38954.5238,YES
PM23,BLK 564A PASIR RIS STREET 51,40930.0174,38967.7033,YES
PM24,BLK 561A PASIR RIS STREET 51,41131.632,38802.2291,YES
PM25,BLK 500A PASIR RIS STREET 52,40496.5258,39820.0373,YES
PM26,BLK 521A PASIR RIS STREET 52,40316.681,39541.0967,YES
PM27,BLK 578A PASIR RIS STREET 53,40606.3885,39551.3513,YES
PM28,BLK 586A PASIR RIS STREET 53,40736.5955,39633.1743,YES
PM29,BLK 601A ELIAS ROAD,40247.7753,39924.3544,YES
PM3,BLK 225A PASIR RIS STREET 21,42201.9401,39312.6071,YES
PM30,BLK 614A ELIAS ROAD,40114.6224,39748.7266,NO
PM32,BLK 631A PASIR RIS DRIVE 3,39883.2972,40142.5172,YES
PM33,BLK 635A PASIR RIS DRIVE 1,39858.5997,39896.3925,YES
PM34,BLK 649A PASIR RIS DRIVE 10,39728.975,39998.0806,YES
PM35,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,YES
PM36,BLK 710A PASIR RIS STREET 72,39546.2838,40486.3671,YES
PM37,BLK 718A PASIR RIS STREET 72,39429.3197,40431.9844,YES
PM38,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,YES
PM4,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,YES
